codigo;ideps;eps;nomcategorias;nomservicio;nomespecifique;nomindicador;numerador;denominador;resultado;nomunidad;nomfuente;linkfuente
3.3.1.1;EPS010;EPS SURA;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;444374;499413;88;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;EPSS34;CAPITAL SALUD EPS;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;1067321;391378;2;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
6.1.1.1;EPSI04;ANAS WAYUU EPSI;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;12;129298;0;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.1.1;CCF027;COMFAMILIAR NARIÑO;Satisfacción con los servicios;Consultas;Medicina especializada;Usuarios que califican como bueno el servicio de medicina especializada suministrado por su EPS.;20898;22813;91;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.9.1;EPS018;SOS EPS;Tiempos de espera;Consultas;Pediatría;Espera para la asignación de citas de consulta de pediatría.;532220;67032;7;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.6.1.1;CCF015;COMFACOR;Tiempos de espera;Laboratorios;Laboratorios;Usuarios que consideran oportuno el tiempo de espera para la atención de exámenes de laboratorio.;56108;91220;61;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;ESS091;ECOOPSOS EPS;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;3594;13081;27;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.5.1.1;ESS133;COMPARTA EPS;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;59832;80070;74;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
2.1.1.1;ESS207;MUTUAL SER;Quejas;Mostrar resultado;Mostrar resultado;Quejas de los usuarios resueltas por la EPS.;3323;7911;42;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.3.1;EPST01;SAVIA SALUD EPS;Tiempos de espera;Consultas;Ginecobstetricia;Espera para la asignación de citas de consulta de ginecobstetricia.;662;68;9;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.1.2.1;EPSI05;MALLAMAS EPSI;Tiempos de espera;Autorizaciones;Traslados;Tiempo en la autorización para referencias (traslado de una IPS a otra).;832800;2362;352;Minutos;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
6.1.1.1;CCF009;COMFABOY;Tutelas;Mostrar resultado;Mostrar resultado;Tutelas por no prestación de servicios POS o POSS (tasa por 10.000 afiliados).;99;102612;9;Tasa X 10mil afiliados;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.8.2;EPS037;NUEVA EPS;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;62095;132811;46;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;CCF053;COMFACUNDI;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;1437433;762887;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.5.3.1;EPS012;COMFENALCO VALLE;Tiempos de espera;Imágenes diagnosticas;Tomografías;Tiempo de espera para servicios de imagenología y diagnostico especializado tac.;305176;67852;4;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.2.1;EPS008;COMPENSAR EPS;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;5585;6722;83;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.6.1;EPS005;SANITAS EPS;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;2247091;143538;15;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.2.1;EPS005;SANITAS EPS;Satisfacción con los servicios;Experiencia global;Mostrar resultado;Usuarios satisfechos con el servicio prestado por su EPS.;3401;4250;80;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.5.1;CCF023;COMFAMILIARGUAJIRA;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;20917;35948;58;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.1.1;EPS002;SALUD TOTAL EPS;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;434301;652885;66;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.2;ESS024;COOSALUD EPS;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;34213;54996;62;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.8.1.1;EPS005;SANITAS EPS;Tiempos de espera;Terapias;Atención de terapias;Usuarios que consideran oportuno el tiempo de espera para la atención de terapias.;3548;19531;18;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.2;ESS091;ECOOPSOS EPS;Tiempos de espera;Consultas;Odontología;Usuarios que consideran oportuno el tiempo de espera para la atención de odontología.;8492;17616;48;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.1.2.1;EPS017;FAMISANAR EPS;Tiempos de espera;Autorizaciones;Traslados;Tiempo en la autorización para referencias (traslado de una IPS a otra).;17713140;48062;368;Minutos;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
5.1.1.1;EPS001;ALIANSALUD EPS;Trato de personal administrativo;Mostrar resultado;Mostrar resultado;Usuarios que calificaron positivamente el trato por el personal administrativo de su EPS.;253239;282717;89;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.2.1.1;EPS017;FAMISANAR EPS;Tiempos de espera;Cirugías;Cirugía programada;Tiempo de espera en  la realización de cirugía programada.;3503501;160283;21;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.10.1;CCF007;COMFAMILIAR CARTAGENA;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;3804;4036;94;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.1.1;CCF018;CAFAM;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;121139;161766;74;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.2.1;EPST01;SAVIA SALUD EPS;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;1147338;648601;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.1.1.1;ESS024;COOSALUD EPS;Satisfacción con los servicios;Autorizaciones;Autorización de servicios de salud;Usuarios que califican como fácil el proceso de autorización de servicios de salud en su EPS.;34641;118898;29;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.7.1.1;ESS002;EMDISALUD;Tiempos de espera;Medicamentos;Entrega de medicamentos;Órdenes de medicamentos POS que se entregaron de forma completa en la primera solicitud.;7554547;7883823;95;%;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.4.1.1;ESS118;EMSSANAR EPS;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;28141;30810;91;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.10.1;EPSI03;AIC EPSI;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;29875;54113;55;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.3.1;ESS118;EMSSANAR EPS;Satisfacción con los servicios;Experiencia global;Recomendación a familiares;Usuarios que recomendarían a sus familiares y amigos afiliarse a su EPS.;381151;530438;71;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.5.1;EPS022;CONVIDA;Tiempos de espera;Consultas;Medicina general;Usuarios que consideran oportuno el tiempo de espera para la atención de medicina general.;146519;334730;43;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.9.1;EPST01;SAVIA SALUD EPS;Tiempos de espera;Consultas;Pediatría;Espera para la asignación de citas de consulta de pediatría.;322;42;7;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.2.1;EPS023;CRUZ BLANCA EPS;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;199894;304321;65;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.3.1.1;EPSI04;ANAS WAYUU EPSI;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;11294;13609;82;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
5.1.1.1;EPSI04;ANAS WAYUU EPSI;Trato de personal administrativo;Mostrar resultado;Mostrar resultado;Usuarios que calificaron positivamente el trato por el personal administrativo de su EPS.;10535;13609;77;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.2.1;EPS033;SALUDVIDA EPS;Tiempos de espera;Imágenes diagnosticas;Radiología simple;Tiempo de espera para servicios de imagenología y diagnostico general radiología simple.;857459;582351;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.10.1;EPSI01;DUSAKAWI;Tiempos de espera;Consultas;Promoción y prevención de la enfermedad (p y p);Usuarios que consideran oportuno el tiempo de espera para atención de programas de promoción y prevención.;2973;3558;83;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.8.1;ESS002;EMDISALUD;Tiempos de espera;Consultas;Odontología;Espera para la asignación de citas de consulta de odontología.;285229;216589;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.4.1.1;CCF018;CAFAM;Satisfacción con los servicios;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que califican como bueno el servicio de imágenes diagnosticas.;5460;9455;57;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
5.1.1.1;CCF023;COMFAMILIARGUAJIRA;Trato de personal administrativo;Mostrar resultado;Mostrar resultado;Usuarios que calificaron positivamente el trato por el personal administrativo de su EPS.;28089;39581;70;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.5.1.1;CCF101;COLSUBSIDIO;Tiempos de espera;Imágenes diagnosticas;Imágenes diagnosticas;Usuarios que consideran oportuno el tiempo de espera para la atención de imágenes diagnosticas.;1751;8479;20;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
3.5.1.1;CCF023;COMFAMILIARGUAJIRA;Satisfacción con los servicios;Medicamentos;Entrega de medicamentos;Usuarios que califican como bueno el servicio de entrega de medicamentos de su EPS.;4757;7074;67;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.6.1;ESS076;AMBUQ EPSS;Tiempos de espera;Consultas;Medicina interna;Espera para la asignación de citas de consulta de medicina interna.;1434187;131715;10;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.3.1.1;ESS207;MUTUAL SER;Satisfacción con los servicios;Experiencia global;Experiencia global con los servicios de salud;Usuarios que califican como buena su experiencia global del servicio de salud recibidos de su EPS.;209676;242608;86;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.2.1;ESS062;ASMET SALUD;Tiempos de espera;Consultas;Cirujano general;Espera para la asignación de citas de consulta de cirugía general.;8247;1355;6;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.3.7.1;CCF033;COMFASUCRE;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;253869;178860;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
4.8.1.1;EPS016;COOMEVA  EPS;Tiempos de espera;Terapias;Atención de terapias;Usuarios que consideran oportuno el tiempo de espera para la atención de terapias.;9486;17595;53;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
4.3.7.1;CCF101;COLSUBSIDIO;Tiempos de espera;Consultas;Médico general;Espera para la asignación de citas de consulta de medica general.;320236;166546;1;Días;Reporte de la EPS a la Supersalud;https://www.supersalud.gov.co/vigilados/vigilados/estadisticas
3.2.2.1;EPSS34;CAPITAL SALUD EPS;Satisfacción con los servicios;Consultas;Medicina general;Usuarios que califican como bueno el servicio de medicina general suministrado por su EPS.;391672;541207;72;%;Evaluación por parte de los usuarios;http://calidadensalud.minsalud.gov.co/IndicadoresdeCalidad/ListadodeIndicadores/ListadeIndicadores/Resultados/IndicadoresEPS.aspx
